"","President","Sentences","sent.id","nword","anger","anticipation","disgust","fear","joy","sadness","surprise","trust","negative","positive","snipets","ldatopic","ldahash","Government","Spirit","Nation","Democracy","Determination","Freedom","Misc","America","Arm","Justice","Citizen","Fear","Equality","Constitution","Strive"
"448","FranklinDroosevelt-3","put away many evil things;"," 19"," 5","0.19960080","0.00000000","0.19960080","0.19960080","0.00000000","0.19960080","0.00000000","0.00000000","0.19960080","0.00000000","Most vital to our present and to our future is this experience of a democracy which successfully survived crisis at home;  built new structures on enduring lines;"," 8","America","0.05208333","0.08333333","0.05208333","0.06770833","0.05208333","0.08333333","0.05208333","0.09895833","0.05208333","0.06770833","0.06770833","0.05208333","0.09895833","0.06770833","0.05208333"
"449","FranklinDroosevelt-3","built new structures on enduring lines;"," 20"," 6","0.00000000","0.00000000","0.00000000","0.16638935","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","put away many evil things;  and, through it all, maintained the fact of its democracy."," 2","Spirit","0.05747126","0.09195402","0.05747126","0.05747126","0.07471264","0.09195402","0.05747126","0.05747126","0.07471264","0.05747126","0.05747126","0.05747126","0.09195402","0.05747126","0.05747126"
"450","FranklinDroosevelt-3","and, through it all, maintained the fact of its democracy."," 21","10","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.09990010","0.00000000","0.09990010","built new structures on enduring lines;  For action has been taken within the three-way framework of the Constitution of the United States.","13","Equality","0.08465608","0.06878307","0.05291005","0.06878307","0.06878307","0.06878307","0.06878307","0.05291005","0.05291005","0.06878307","0.05291005","0.05291005","0.10052910","0.08465608","0.05291005"
"451","FranklinDroosevelt-3","For action has been taken within the three-way framework of the Constitution of the United States."," 22","16","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.12492192","0.00000000","0.12492192","and, through it all, maintained the fact of its democracy.  The coordinate branches of the Government continue freely to function."," 1","Government","0.09039548","0.07344633","0.05649718","0.09039548","0.05649718","0.05649718","0.05649718","0.05649718","0.05649718","0.05649718","0.05649718","0.05649718","0.09039548","0.07344633","0.07344633"
"452","FranklinDroosevelt-3","The coordinate branches of the Government continue freely to function."," 23","10","0.00000000","0.09990010","0.00000000","0.09990010","0.09990010","0.00000000","0.00000000","0.19980020","0.09990010","0.19980020","For action has been taken within the three-way framework of the Constitution of the United States.  The Bill of Rights remains inviolate."," 1","Government","0.10215054","0.05376344","0.05376344","0.08602151","0.06989247","0.05376344","0.06989247","0.05376344","0.06989247","0.05376344","0.06989247","0.05376344","0.05376344","0.08602151","0.06989247"
"453","FranklinDroosevelt-3","The Bill of Rights remains inviolate."," 24"," 6","0.00000000","0.00000000","0.16638935","0.16638935","0.00000000","0.00000000","0.00000000","0.16638935","0.16638935","0.16638935","The coordinate branches of the Government continue freely to function.  The freedom of elections is wholly maintained."," 1","Government","0.10555556","0.05555556","0.05555556","0.08888889","0.05555556","0.07222222","0.05555556","0.05555556","0.05555556","0.05555556","0.05555556","0.05555556","0.07222222","0.07222222","0.08888889"
"454","FranklinDroosevelt-3","The freedom of elections is wholly maintained."," 25"," 7","0.00000000","0.00000000","0.00000000","0.00000000","0.14265335","0.00000000","0.00000000","0.14265335","0.00000000","0.14265335","The Bill of Rights remains inviolate.  Prophets of the downfall of American democracy have seen their dire predictions come to naught.","15","Strive","0.05291005","0.06878307","0.06878307","0.08465608","0.05291005","0.06878307","0.06878307","0.06878307","0.05291005","0.05291005","0.05291005","0.06878307","0.06878307","0.05291005","0.11640212"
"455","FranklinDroosevelt-3","Prophets of the downfall of American democracy have seen their dire predictions come to naught."," 26","15","0.00000000","0.00000000","0.06662225","0.13324450","0.00000000","0.13324450","0.06662225","0.00000000","0.13324450","0.06662225","The freedom of elections is wholly maintained.  No, democracy is not dying.","13","Equality","0.07738095","0.05952381","0.05952381","0.05952381","0.05952381","0.07738095","0.07738095","0.05952381","0.05952381","0.05952381","0.05952381","0.05952381","0.11309524","0.05952381","0.05952381"
"456","FranklinDroosevelt-3","No, democracy is not dying."," 27"," 5","0.19960080","0.00000000","0.19960080","0.19960080","0.00000000","0.19960080","0.00000000","0.00000000","0.19960080","0.19960080","Prophets of the downfall of American democracy have seen their dire predictions come to naught.  We know it because we have seen it revive—and grow."," 8","America","0.05291005","0.06878307","0.05291005","0.05291005","0.06878307","0.05291005","0.05291005","0.10052910","0.08465608","0.08465608","0.05291005","0.05291005","0.06878307","0.05291005","0.10052910"
"457","FranklinDroosevelt-3","We know it because we have seen it revive—and grow."," 28","10","0.00000000","0.19980020","0.00000000","0.00000000","0.09990010","0.00000000","0.00000000","0.09990010","0.09990010","0.19980020","No, democracy is not dying.  We know it cannot die—because it is built on the unhampered initiative of individual men and women joined together in a common enterprise—an enterprise undertaken and carried through by the free expression of a free majority.","13","Equality","0.04694836","0.06103286","0.07511737","0.06103286","0.04694836","0.04694836","0.06103286","0.06103286","0.04694836","0.06103286","0.06103286","0.06103286","0.17370892","0.06103286","0.07511737"
"458","FranklinDroosevelt-3","We know it cannot die—because it is built on the unhampered initiative of individual men and women joined together in a common enterprise—an enterprise undertaken and carried through by the free expression of a free majority."," 29","36","0.00000000","0.00000000","0.00000000","0.02777006","0.02777006","0.02777006","0.00000000","0.02777006","0.02777006","0.05554013","We know it because we have seen it revive—and grow.  We know it because democracy alone, of all forms of government, enlists the full force of men's enlightened will.","13","Equality","0.08205128","0.05128205","0.05128205","0.06666667","0.08205128","0.05128205","0.05128205","0.06666667","0.06666667","0.05128205","0.06666667","0.06666667","0.14358974","0.05128205","0.05128205"
"459","FranklinDroosevelt-3","We know it because democracy alone, of all forms of government, enlists the full force of men's enlightened will."," 30","19","0.05260389","0.00000000","0.00000000","0.10520779","0.00000000","0.00000000","0.00000000","0.00000000","0.10520779","0.10520779","We know it cannot die—because it is built on the unhampered initiative of individual men and women joined together in a common enterprise—an enterprise undertaken and carried through by the free expression of a free majority.  We know it because democracy alone has constructed an unlimited civilization capable of infinite progress in the improvement of human life.","13","Equality","0.04115226","0.06584362","0.05349794","0.06584362","0.04115226","0.04115226","0.07818930","0.07818930","0.05349794","0.06584362","0.07818930","0.04115226","0.20164609","0.04115226","0.05349794"
"460","FranklinDroosevelt-3","We know it because democracy alone has constructed an unlimited civilization capable of infinite progress in the improvement of human life."," 31","21","0.00000000","0.04759638","0.00000000","0.00000000","0.09519277","0.00000000","0.00000000","0.09519277","0.00000000","0.28557830","We know it because democracy alone, of all forms of government, enlists the full force of men's enlightened will.  We know it because, if we look below the surface, we sense it still spreading on every continent—for it is the most humane, the most advanced, and in the end the most unconquerable of all forms of human society.","13","Equality","0.07017544","0.05701754","0.04385965","0.05701754","0.08333333","0.05701754","0.07017544","0.04385965","0.08333333","0.07017544","0.08333333","0.05701754","0.12280702","0.05701754","0.04385965"
"461","FranklinDroosevelt-3","We know it because, if we look below the surface, we sense it still spreading on every continent—for it is the most humane, the most advanced, and in the end the most unconquerable of all forms of human society."," 32","39","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.07690336","We know it because democracy alone has constructed an unlimited civilization capable of infinite progress in the improvement of human life.  A Nation, like a person, has a body—a body that must be fed and clothed and housed, invigorated and rested, in a manner that measures up to the standards of our time.","13","Equality","0.04329004","0.04329004","0.06926407","0.05627706","0.06926407","0.05627706","0.05627706","0.06926407","0.08225108","0.08225108","0.05627706","0.06926407","0.10822511","0.06926407","0.06926407"
"462","FranklinDroosevelt-3","A Nation, like a person, has a body—a body that must be fed and clothed and housed, invigorated and rested, in a manner that measures up to the standards of our time."," 33","32","0.00000000","0.03124024","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.03124024","0.00000000","0.00000000","We know it because, if we look below the surface, we sense it still spreading on every continent—for it is the most humane, the most advanced, and in the end the most unconquerable of all forms of human society.  A Nation, like a person, has a mind—a mind that must be kept informed and alert, that must know itself, that understands the hopes and the needs of its neighbors—all the other Nations that live within the narrowing circle of the world.","13","Equality","0.06201550","0.03875969","0.09689922","0.07364341","0.06201550","0.09689922","0.07364341","0.06201550","0.06201550","0.05038760","0.05038760","0.06201550","0.10852713","0.03875969","0.06201550"
"463","FranklinDroosevelt-3","A Nation, like a person, has a mind—a mind that must be kept informed and alert, that must know itself, that understands the hopes and the needs of its neighbors—all the other Nations that live within the narrowing circle of the world."," 34","42","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.02380386","0.00000000","0.00000000","A Nation, like a person, has a body—a body that must be fed and clothed and housed, invigorated and rested, in a manner that measures up to the standards of our time.  A Nation, like a person, has something deeper, something more permanent, something larger than the sum of all its parts."," 5","Determination","0.04385965","0.05701754","0.07017544","0.05701754","0.10964912","0.09649123","0.08333333","0.04385965","0.04385965","0.07017544","0.04385965","0.04385965","0.08333333","0.05701754","0.09649123"
"464","FranklinDroosevelt-3","A Nation, like a person, has something deeper, something more permanent, something larger than the sum of all its parts."," 35","20","0.00000000","0.00000000","0.04997501","0.00000000","0.00000000","0.00000000","0.04997501","0.09995002","0.00000000","0.00000000","A Nation, like a person, has a mind—a mind that must be kept informed and alert, that must know itself, that understands the hopes and the needs of its neighbors—all the other Nations that live within the narrowing circle of the world.  It is that something which matters most to its future—which calls forth the most sacred guarding of its present."," 3","Nation","0.08016878","0.08016878","0.10548523","0.04219409","0.05485232","0.09282700","0.08016878","0.10548523","0.04219409","0.04219409","0.06751055","0.04219409","0.06751055","0.05485232","0.04219409"
"465","FranklinDroosevelt-3","It is that something which matters most to its future—which calls forth the most sacred guarding of its present."," 36","19","0.00000000","0.10520779","0.00000000","0.00000000","0.05260389","0.00000000","0.05260389","0.10520779","0.05260389","0.05260389","A Nation, like a person, has something deeper, something more permanent, something larger than the sum of all its parts.  It is a thing for which we find it difficult—even impossible to hit upon a single, simple word."," 5","Determination","0.04761905","0.06190476","0.04761905","0.06190476","0.11904762","0.09047619","0.07619048","0.04761905","0.06190476","0.07619048","0.04761905","0.04761905","0.09047619","0.06190476","0.06190476"
"466","FranklinDroosevelt-3","It is a thing for which we find it difficult—even impossible to hit upon a single, simple word."," 37","18","0.05552471","0.00000000","0.00000000","0.05552471","0.00000000","0.05552471","0.00000000","0.05552471","0.11104942","0.05552471","It is that something which matters most to its future—which calls forth the most sacred guarding of its present.  And yet, we all understand what it is—the spirit—the faith of America."," 3","Nation","0.05208333","0.08333333","0.11458333","0.05208333","0.05208333","0.05208333","0.05208333","0.11458333","0.06770833","0.06770833","0.05208333","0.05208333","0.05208333","0.05208333","0.08333333"
"467","FranklinDroosevelt-3","And yet, we all understand what it is—the spirit—the faith of America."," 38","12","0.00000000","0.08326395","0.00000000","0.00000000","0.08326395","0.00000000","0.00000000","0.08326395","0.00000000","0.16652789","It is a thing for which we find it difficult—even impossible to hit upon a single, simple word.  It is the product of centuries."," 4","Democracy","0.05464481","0.07103825","0.07103825","0.08743169","0.08743169","0.08743169","0.07103825","0.05464481","0.05464481","0.05464481","0.07103825","0.07103825","0.05464481","0.05464481","0.05464481"
"468","FranklinDroosevelt-3","It is the product of centuries."," 39"," 6","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","And yet, we all understand what it is—the spirit—the faith of America.  It was born in the multitudes of those who came from many lands—some of high degree, but mostly plain people—who sought here, early and late, to find freedom more freely."," 2","Spirit","0.08796296","0.11574074","0.06018519","0.06018519","0.06018519","0.11574074","0.04629630","0.08796296","0.04629630","0.06018519","0.04629630","0.04629630","0.04629630","0.06018519","0.06018519"
"469","FranklinDroosevelt-3","It was born in the multitudes of those who came from many lands—some of high degree, but mostly plain people—who sought here, early and late, to find freedom more freely."," 40","30","0.00000000","0.00000000","0.00000000","0.00000000","0.06664445","0.03332223","0.00000000","0.06664445","0.03332223","0.09996668","It is the product of centuries.  The democratic aspiration is no mere recent phase in human history."," 6","Freedom","0.07344633","0.05649718","0.05649718","0.07344633","0.05649718","0.09039548","0.05649718","0.07344633","0.09039548","0.05649718","0.05649718","0.05649718","0.07344633","0.07344633","0.05649718"
"470","FranklinDroosevelt-3","The democratic aspiration is no mere recent phase in human history."," 41","11","0.00000000","0.09082652","0.00000000","0.00000000","0.09082652","0.00000000","0.09082652","0.09082652","0.00000000","0.09082652","It was born in the multitudes of those who came from many lands—some of high degree, but mostly plain people—who sought here, early and late, to find freedom more freely.  It is human history."," 6","Freedom","0.07843137","0.07843137","0.04901961","0.04901961","0.07843137","0.10784314","0.04901961","0.06372549","0.04901961","0.10784314","0.04901961","0.04901961","0.07843137","0.06372549","0.04901961"
"471","FranklinDroosevelt-3","It is human history."," 42"," 4","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","The democratic aspiration is no mere recent phase in human history.  It permeated the ancient life of early peoples."," 6","Freedom","0.06989247","0.06989247","0.05376344","0.06989247","0.05376344","0.10215054","0.06989247","0.06989247","0.05376344","0.05376344","0.05376344","0.06989247","0.06989247","0.08602151","0.05376344"
"472","FranklinDroosevelt-3","It permeated the ancient life of early peoples."," 43"," 8","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.12484395","0.00000000","It is human history.  It blazed anew in the Middle Ages.","12","Fear","0.05952381","0.05952381","0.05952381","0.05952381","0.05952381","0.07738095","0.07738095","0.05952381","0.05952381","0.07738095","0.05952381","0.09523810","0.07738095","0.05952381","0.05952381"
"473","FranklinDroosevelt-3","It blazed anew in the Middle Ages."," 44"," 7","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","It permeated the ancient life of early peoples.  It was written in Magna Charta."," 1","Government","0.09195402","0.09195402","0.05747126","0.05747126","0.05747126","0.05747126","0.05747126","0.07471264","0.07471264","0.05747126","0.05747126","0.07471264","0.05747126","0.07471264","0.05747126"
"474","FranklinDroosevelt-3","It was written in Magna Charta."," 45"," 6","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","It blazed anew in the Middle Ages.  In the Americas its impact has been irresistible."," 7","Misc","0.07602339","0.07602339","0.05847953","0.05847953","0.05847953","0.05847953","0.09356725","0.07602339","0.05847953","0.05847953","0.05847953","0.09356725","0.05847953","0.05847953","0.05847953"
"475","FranklinDroosevelt-3","In the Americas its impact has been irresistible."," 46"," 8","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","It was written in Magna Charta.  America has been the New World in all tongues, and to all peoples, not because this continent was a new-found land, but because all those who came here believed they could create upon this continent a new life—a life that should be new in freedom."," 6","Freedom","0.11737089","0.06103286","0.04694836","0.06103286","0.04694836","0.15962441","0.07511737","0.06103286","0.04694836","0.04694836","0.06103286","0.06103286","0.04694836","0.06103286","0.04694836"
"476","FranklinDroosevelt-3","America has been the New World in all tongues, and to all peoples, not because this continent was a new-found land, but because all those who came here believed they could create upon this continent a new life—a life that should be new in freedom."," 47","45","0.00000000","0.00000000","0.00000000","0.00000000","0.06665186","0.00000000","0.00000000","0.06665186","0.00000000","0.08886914","In the Americas its impact has been irresistible.  Its vitality was written into our own Mayflower Compact, into the Declaration of Independence, into the Constitution of the United States, into the Gettysburg Address.","14","Constitution","0.06770833","0.05208333","0.06770833","0.05208333","0.06770833","0.06770833","0.06770833","0.06770833","0.06770833","0.06770833","0.05208333","0.05208333","0.05208333","0.14583333","0.05208333"
"477","FranklinDroosevelt-3","Its vitality was written into our own Mayflower Compact, into the Declaration of Independence, into the Constitution of the United States, into the Gettysburg Address."," 48","25","0.00000000","0.03998401","0.00000000","0.00000000","0.07996801","0.00000000","0.03998401","0.15993603","0.00000000","0.11995202","America has been the New World in all tongues, and to all peoples, not because this continent was a new-found land, but because all those who came here believed they could create upon this continent a new life—a life that should be new in freedom.  Those who first came here to carry out the longings of their spirit, and the millions who followed, and the stock that sprang from them—all have moved forward constantly and consistently toward an ideal which in itself has gained stature and clarity with each generation."," 6","Freedom","0.10606061","0.10606061","0.03787879","0.06060606","0.07196970","0.15151515","0.06060606","0.10606061","0.03787879","0.03787879","0.03787879","0.06060606","0.04924242","0.03787879","0.03787879"
"478","FranklinDroosevelt-3","Those who first came here to carry out the longings of their spirit, and the millions who followed, and the stock that sprang from them—all have moved forward constantly and consistently toward an ideal which in itself has gained stature and clarity with each generation."," 49","45","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.02221729","0.00000000","0.04443457","Its vitality was written into our own Mayflower Compact, into the Declaration of Independence, into the Constitution of the United States, into the Gettysburg Address.  The hopes of the Republic cannot forever tolerate either undeserved poverty or self-serving wealth.","14","Constitution","0.04761905","0.04761905","0.04761905","0.07619048","0.07619048","0.09047619","0.04761905","0.04761905","0.07619048","0.04761905","0.06190476","0.06190476","0.04761905","0.16190476","0.06190476"
"479","FranklinDroosevelt-3","The hopes of the Republic cannot forever tolerate either undeserved poverty or self-serving wealth."," 50","14","0.14275517","0.00000000","0.07137759","0.07137759","0.07137759","0.14275517","0.00000000","0.07137759","0.21413276","0.07137759","Those who first came here to carry out the longings of their spirit, and the millions who followed, and the stock that sprang from them—all have moved forward constantly and consistently toward an ideal which in itself has gained stature and clarity with each generation.  We know that we still have far to go;"," 8","America","0.05936073","0.07305936","0.04566210","0.04566210","0.07305936","0.10045662","0.04566210","0.14155251","0.05936073","0.07305936","0.04566210","0.05936073","0.07305936","0.04566210","0.05936073"
"480","FranklinDroosevelt-3","We know that we still have far to go;"," 51"," 9","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","The hopes of the Republic cannot forever tolerate either undeserved poverty or self-serving wealth.  that we must more greatly build the security and the opportunity and the knowledge of every citizen, in the measure justified by the resources and the capacity of the land."," 2","Spirit","0.04629630","0.11574074","0.06018519","0.07407407","0.04629630","0.10185185","0.07407407","0.06018519","0.10185185","0.06018519","0.04629630","0.06018519","0.04629630","0.04629630","0.06018519"
"481","FranklinDroosevelt-3","that we must more greatly build the security and the opportunity and the knowledge of every citizen, in the measure justified by the resources and the capacity of the land."," 52","30","0.00000000","0.03332223","0.00000000","0.00000000","0.03332223","0.00000000","0.00000000","0.06664445","0.00000000","0.19993336","We know that we still have far to go;  But it is not enough to achieve these purposes alone.","10","Justice","0.05847953","0.05847953","0.05847953","0.05847953","0.07602339","0.07602339","0.05847953","0.05847953","0.05847953","0.09356725","0.09356725","0.05847953","0.07602339","0.05847953","0.05847953"
"482","FranklinDroosevelt-3","But it is not enough to achieve these purposes alone."," 53","10","0.00000000","0.00000000","0.00000000","0.00000000","0.09990010","0.00000000","0.00000000","0.09990010","0.00000000","0.09990010","that we must more greatly build the security and the opportunity and the knowledge of every citizen, in the measure justified by the resources and the capacity of the land.  It is not enough to clothe and feed the body of this Nation, to instruct, and inform its mind."," 2","Spirit","0.04694836","0.14553991","0.06103286","0.06103286","0.04694836","0.08920188","0.07511737","0.04694836","0.07511737","0.06103286","0.06103286","0.04694836","0.07511737","0.04694836","0.06103286"
"483","FranklinDroosevelt-3","It is not enough to clothe and feed the body of this Nation, to instruct, and inform its mind."," 54","19","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.15781168","0.00000000","0.10520779","But it is not enough to achieve these purposes alone.  For there is also the spirit.","15","Strive","0.07738095","0.07738095","0.05952381","0.05952381","0.05952381","0.05952381","0.05952381","0.05952381","0.05952381","0.05952381","0.07738095","0.05952381","0.07738095","0.05952381","0.09523810"
"484","FranklinDroosevelt-3","For there is also the spirit."," 55"," 6","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.16638935","It is not enough to clothe and feed the body of this Nation, to instruct, and inform its mind.  And of the three, the greatest is the spirit."," 2","Spirit","0.05464481","0.10382514","0.07103825","0.05464481","0.05464481","0.05464481","0.05464481","0.05464481","0.07103825","0.08743169","0.05464481","0.07103825","0.08743169","0.05464481","0.07103825"
"485","FranklinDroosevelt-3","And of the three, the greatest is the spirit."," 56"," 9","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.11098779","For there is also the spirit.  Without the body and the mind, as all men know, the Nation could not live.","13","Equality","0.05649718","0.05649718","0.09039548","0.05649718","0.05649718","0.09039548","0.05649718","0.05649718","0.05649718","0.05649718","0.05649718","0.05649718","0.12429379","0.07344633","0.05649718"
"486","FranklinDroosevelt-3","Without the body and the mind, as all men know, the Nation could not live."," 57","15","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.06662225","0.00000000","0.00000000","And of the three, the greatest is the spirit.  But if the spirit of America were killed, even though the Nation's body and mind, constricted in an alien world, lived on, the America we know would have perished."," 2","Spirit","0.04901961","0.10784314","0.07843137","0.04901961","0.04901961","0.06372549","0.09313725","0.09313725","0.07843137","0.04901961","0.06372549","0.04901961","0.07843137","0.04901961","0.04901961"
"487","FranklinDroosevelt-3","But if the spirit of America were killed, even though the Nation's body and mind, constricted in an alien world, lived on, the America we know would have perished."," 58","29","0.00000000","0.00000000","0.03447087","0.03447087","0.00000000","0.03447087","0.00000000","0.00000000","0.06894174","0.03447087","Without the body and the mind, as all men know, the Nation could not live.  That spirit—that faith—speaks to us in our daily lives in ways often unnoticed, because they seem so obvious.","13","Equality","0.09595960","0.06565657","0.06565657","0.05050505","0.08080808","0.05050505","0.05050505","0.06565657","0.05050505","0.05050505","0.06565657","0.05050505","0.12626263","0.06565657","0.06565657"
"488","FranklinDroosevelt-3","That spirit—that faith—speaks to us in our daily lives in ways often unnoticed, because they seem so obvious."," 59","18","0.00000000","0.11104942","0.00000000","0.00000000","0.05552471","0.00000000","0.00000000","0.11104942","0.00000000","0.16657413","But if the spirit of America were killed, even though the Nation's body and mind, constricted in an alien world, lived on, the America we know would have perished.  It speaks to us here in the Capital of the Nation."," 2","Spirit","0.04901961","0.10784314","0.07843137","0.06372549","0.04901961","0.07843137","0.07843137","0.07843137","0.04901961","0.04901961","0.04901961","0.04901961","0.10784314","0.04901961","0.06372549"
"489","FranklinDroosevelt-3","It speaks to us here in the Capital of the Nation."," 60","11","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.09082652","0.00000000","0.00000000","That spirit—that faith—speaks to us in our daily lives in ways often unnoticed, because they seem so obvious.  It speaks to us through the processes of governing in the sovereignties of 48 States.","11","Citizen","0.08333333","0.06770833","0.05208333","0.06770833","0.08333333","0.05208333","0.05208333","0.05208333","0.05208333","0.05208333","0.13020833","0.05208333","0.06770833","0.06770833","0.06770833"
"490","FranklinDroosevelt-3","It speaks to us through the processes of governing in the sovereignties of 48 States."," 61","14","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","It speaks to us here in the Capital of the Nation.  It speaks to us in our counties, in our cities, in our towns, and in our villages.","15","Strive","0.07471264","0.05747126","0.07471264","0.07471264","0.05747126","0.05747126","0.07471264","0.05747126","0.05747126","0.05747126","0.07471264","0.05747126","0.05747126","0.05747126","0.10919540"
"491","FranklinDroosevelt-3","It speaks to us in our counties, in our cities, in our towns, and in our villages."," 62","17","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","It speaks to us through the processes of governing in the sovereignties of 48 States.  It speaks to us from the other Nations of the hemisphere, and from those across the seas—the enslaved, as well as the free.","11","Citizen","0.08465608","0.05291005","0.06878307","0.05291005","0.05291005","0.06878307","0.06878307","0.06878307","0.06878307","0.06878307","0.11640212","0.05291005","0.06878307","0.05291005","0.05291005"
"492","FranklinDroosevelt-3","It speaks to us from the other Nations of the hemisphere, and from those across the seas—the enslaved, as well as the free."," 63","23","0.04345937","0.00000000","0.04345937","0.04345937","0.00000000","0.04345937","0.00000000","0.00000000","0.04345937","0.00000000","It speaks to us in our counties, in our cities, in our towns, and in our villages.  Sometimes we fail to hear or heed these voices of freedom because to us the privilege of our freedom is such an old, old story.","10","Justice","0.08080808","0.05050505","0.05050505","0.05050505","0.05050505","0.09595960","0.05050505","0.05050505","0.05050505","0.12626263","0.06565657","0.06565657","0.06565657","0.06565657","0.08080808"
"493","FranklinDroosevelt-3","Sometimes we fail to hear or heed these voices of freedom because to us the privilege of our freedom is such an old, old story."," 64","25","0.00000000","0.00000000","0.00000000","0.00000000","0.03998401","0.00000000","0.00000000","0.03998401","0.00000000","0.03998401","It speaks to us from the other Nations of the hemisphere, and from those across the seas—the enslaved, as well as the free.  The destiny of America was proclaimed in words of prophecy spoken by our first President in his first Inaugural in 1789-words almost directed, it would seem, to this year of 1941: The preservation of the sacred fire of liberty and the destiny of the republican model of government are justly considered|","11","Citizen","0.06425703","0.04016064","0.08835341","0.05220884","0.06425703","0.10040161","0.06425703","0.05220884","0.06425703","0.06425703","0.13654618","0.06425703","0.06425703","0.04016064","0.04016064"
"494","FranklinDroosevelt-3","The destiny of America was proclaimed in words of prophecy spoken by our first President in his first Inaugural in 1789-words almost directed, it would seem, to this year of 1941: The preservation of the sacred fire of liberty and the destiny of the republican model of government are justly considered|"," 65","50","0.01999600","0.05998800","0.00000000","0.03999200","0.01999600","0.00000000","0.01999600","0.03999200","0.03999200","0.05998800","Sometimes we fail to hear or heed these voices of freedom because to us the privilege of our freedom is such an old, old story.  ."," 6","Freedom","0.07103825","0.05464481","0.05464481","0.05464481","0.05464481","0.10382514","0.05464481","0.08743169","0.07103825","0.08743169","0.05464481","0.07103825","0.05464481","0.05464481","0.07103825"
"495","FranklinDroosevelt-3","."," 66",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"The destiny of America was proclaimed in words of prophecy spoken by our first President in his first Inaugural in 1789-words almost directed, it would seem, to this year of 1941: The preservation of the sacred fire of liberty and the destiny of the republican model of government are justly considered|  deeply, |","11","Citizen","0.04385965","0.07017544","0.05701754","0.04385965","0.07017544","0.09649123","0.07017544","0.05701754","0.05701754","0.05701754","0.14912281","0.05701754","0.05701754","0.07017544","0.04385965"
"497","FranklinDroosevelt-3","."," 68",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"deeply, |  finally, staked on the experiment intrusted to the hands of the American people."," 5","Determination","0.07471264","0.05747126","0.07471264","0.07471264","0.10919540","0.05747126","0.05747126","0.09195402","0.05747126","0.05747126","0.05747126","0.05747126","0.05747126","0.05747126","0.05747126"
"498","FranklinDroosevelt-3","finally, staked on the experiment intrusted to the hands of the American people."," 69","13","0.00000000","0.15372790","0.07686395","0.00000000","0.07686395","0.00000000","0.15372790","0.07686395","0.00000000","0.07686395",".  If you and I in this later day lose that sacred fire—if we let it be smothered with doubt and fear- then we shall reject the destiny which Washington strove so valiantly and so triumphantly to establish.","13","Equality","0.04975124","0.06467662","0.06467662","0.04975124","0.06467662","0.07960199","0.06467662","0.06467662","0.04975124","0.06467662","0.07960199","0.07960199","0.09452736","0.04975124","0.07960199"
"499","FranklinDroosevelt-3","If you and I in this later day lose that sacred fire—if we let it be smothered with doubt and fear- then we shall reject the destiny which Washington strove so valiantly and so triumphantly to establish."," 70","37","0.08105917","0.00000000","0.02701972","0.13509862","0.00000000","0.08105917","0.02701972","0.05403945","0.10807890","0.00000000","finally, staked on the experiment intrusted to the hands of the American people.  The preservation of the spirit and faith of the Nation does, and will, furnish the highest justification for every sacrifice that we may make in the cause of national defense."," 3","Nation","0.06018519","0.07407407","0.08796296","0.07407407","0.08796296","0.06018519","0.04629630","0.08796296","0.06018519","0.06018519","0.07407407","0.06018519","0.04629630","0.04629630","0.07407407"
